,Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
1349,1349,Bidasoa,Donostialdea,Hondarribia,Lezo,Coche conductor,08:00,22,Hondarribia,2,2,1,Otros hogares sin niños,1,5,1,1,2021,23288.25,2,-1.8069320716657091,43.35367395744927,-2.033693,43.256347
1720,1720,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,3,1,1,2021,22642.935,2,-2.028931593507177,43.316804856004765,-2.033693,43.256347
2338,2338,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Autobús interurbano,08:00,22,Lezo,2,2,1,Otros hogares sin niños,2,4,1,2,2021,23374.61,2,-1.984240878864196,43.32310048493316,-2.033693,43.256347
2461,2461,Donostialdea,Donostialdea,Errenteria,Lezo,Coche conductor,08:00,22,Errenteria,2,3,2,Otros hogares con niños,1,5,1,1,2021,27265.51,4,-1.912719186619236,43.27616919157612,-2.033693,43.256347
2323,2323,Urola Kosta       ,Donostialdea,Zarautz,Hernani,Coche pasajero,08:00,22,Villabona,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25243.96,3,-2.1771979751638417,43.2853727452809,-2.033693,43.256347
1103,1103,Goierri                              ,Donostialdea,Beasain,Andoain,RENFE,08:00,23,Andoain,1,1,1,2 adultos,1,5,1,1,2021,24474.020000000004,3,-2.2097302614678545,43.056105268648906,-2.033693,43.256347
402,402,Donostialdea,Donostialdea,Oiartzun,Errenteria,Moto,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.8674769669553533,43.28623916962047,-2.033693,43.256347
1292,1292,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,08:00,22,Pasaia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,24967.56,3,-1.9182917064002367,43.3165080336455,-2.033693,43.256347
1818,1818,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,08:00,99,Hernani,1,2,1,Hogar de una persona,2,4,1,1,2021,22420.97,1,-1.9732220257452164,43.268220580627954,-2.033693,43.256347
1697,1697,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,3,4,1,2021,10768.535000000002,1,-1.9525962229253089,43.31884078075136,-2.033693,43.256347
2298,2298,Debagoiena,Donostialdea,Arrasate/Mondragon,Donostia/San Sebastian,Coche conductor,08:00,99,Amurrio,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27611.51,4,-2.5343215702136503,43.06068668383415,-2.033693,43.256347
461,461,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Moto,08:00,99,Lasarte-Oria,2,3,2,Otros hogares con niños,1,6,1,1,2021,23064.520000000004,2,-2.015523626417831,43.262438311731415,-2.033693,43.256347
862,862,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,3,-1.930664934721244,43.323644154398416,-2.033693,43.256347
1885,1885,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Coche conductor,08:20,22,Zumaia,2,3,1,Otros hogares con niños,2,4,1,1,2021,23280.61,2,-2.25803003945974,43.29783787043161,-2.033693,43.256347
554,554,Goierri                              ,Donostialdea,Beasain,Hernani,Coche conductor,08:00,22,Hernani,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26804.31,4,-2.207621150413771,43.04894463815005,-2.033693,43.256347
2147,2147,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,08:00,22,Errenteria,1,2,1,1 adulto con niño(s),2,5,1,1,2021,22983.81,2,-1.9066878496331816,43.31538714791489,-2.033693,43.256347
1546,1546,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche pasajero,08:00,99,Lasarte-Oria,2,2,3,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-2.014988457546913,43.27001900928262,-2.033693,43.256347
1910,1910,Donostialdea,Donostialdea,Lasarte-Oria,Urnieta,Coche pasajero,08:00,23,Urnieta,1,2,1,2 adultos,2,5,1,2,2021,22774.22,1,-2.0210368122865034,43.269069838315104,-2.033693,43.256347
1313,1313,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,22,Errenteria,1,2,1,Hogar de una persona,1,6,1,1,2021,22746.95,2,-1.8610254966343769,43.31334038692986,-2.033693,43.256347
923,923,Donostialdea,Donostialdea,Oiartzun,Lezo,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.8684369024796612,43.29903657583209,-2.033693,43.256347
1472,1472,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4188611216592104,43.04004884060929,-2.033693,43.256347
1454,1454,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-1.8986188670776856,43.31490258182897,-2.033693,43.256347
678,678,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,99,Errenteria,2,1,1,Otros hogares sin niños,1,4,1,2,2021,21338.35,1,-1.954241872043059,43.32047632601876,-2.033693,43.256347
2413,2413,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Autobús interurbano,08:55,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,1,2021,23269.735,2,-1.916730227719583,43.31787276178701,-2.033693,43.256347
821,821,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,08:00,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27745.709999999995,4,-2.4754362074775185,43.184854168841234,-2.033693,43.256347
1116,1116,Donostialdea,Donostialdea,Lezo,Errenteria,Moto,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,20912.65,1,-1.900912027063476,43.320525377314624,-2.033693,43.256347
178,178,Bidasoa,Donostialdea,Irun,Errenteria,EUSKOTREN,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23351.76,2,-1.7769058378986586,43.33710909592443,-2.033693,43.256347
1513,1513,Donostialdea,Donostialdea,Usurbil,Lasarte-Oria,Andando,08:00,99,Lasarte-Oria,2,3,2,Otros hogares con niños,2,3,1,1,2021,23513.035,2,-2.072324946181563,43.27718749874326,-2.033693,43.256347
2495,2495,Donostialdea,Donostialdea,Usurbil,Pasaia,Coche conductor,08:00,22,Usurbil,1,2,1,Hogar de una persona,1,4,1,1,2021,23578.82,2,-2.049487861547299,43.27418426301247,-2.033693,43.256347
2225,2225,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,08:00,23,Errenteria,2,2,2,2 adultos con niño(s),2,4,1,1,2021,21265.62,1,-1.8015819439723333,43.33343958324836,-2.033693,43.256347
218,218,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,08:00,99,Errenteria,2,3,1,Otros hogares con niños,1,4,1,1,2021,26038.81,4,-1.9214352390042488,43.328345991111874,-2.033693,43.256347
1228,1228,Bidasoa,Donostialdea,Hondarribia,Errenteria,Moto,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.7932475549308773,43.36594909129206,-2.033693,43.256347
2046,2046,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,08:00,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27745.709999999995,4,-2.4723261718011544,43.1847920788969,-2.033693,43.256347
1124,1124,Donostialdea,Donostialdea,Errenteria,Andoain,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25227.96,3,-1.8989753998045564,43.313030894157095,-2.033693,43.256347
866,866,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:00,22,Lasarte-Oria,2,2,1,1 adulto con niño(s),2,3,1,1,2021,23316.685,2,-2.0180491937095435,43.269593955669954,-2.033693,43.256347
952,952,Donostialdea,Donostialdea,Andoain,Errenteria,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,4,1,1,2021,22860.81,1,-2.0162386357291178,43.22243519216739,-2.033693,43.256347
1311,1311,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,08:00,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,1,2021,21792.235,2,-1.93832747301987,43.32634927675199,-2.033693,43.256347
1859,1859,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Autobús interurbano,08:40,22,Hernani,2,2,1,2 adultos con niño(s),2,5,1,1,2021,20589.35,1,-1.959243777184316,43.24360776194771,-2.033693,43.256347
1814,1814,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,3,-1.912196751267528,43.32356269345049,-2.033693,43.256347
2208,2208,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,08:00,22,Arrasate/Mondragon,1,2,1,Hogar de una persona,1,4,1,1,2021,23566.82,2,-2.4842758103070937,43.063376924732616,-2.033693,43.256347
1535,1535,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,08:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.489696920276222,43.066740041787526,-2.033693,43.256347
2143,2143,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,2 adultos con niño(s),1,5,1,1,2021,24223.07,3,-1.972088564362559,43.30519423417192,-2.033693,43.256347
2420,2420,Tolosaldea,Donostialdea,Tolosa,Pasaia,Coche conductor,08:00,99,Errenteria,2,3,1,Otros hogares con niños,1,4,1,1,2021,26038.81,3,-2.074685179092348,43.137459792418,-2.033693,43.256347
495,495,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,RENFE,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,2,6,1,1,2021,26537.96,4,-2.0825575582733142,43.13744351354767,-2.033693,43.256347
1027,1027,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Coche conductor,08:20,22,Zumaia,2,3,1,Otros hogares con niños,2,4,1,1,2021,23280.61,2,-2.2578370533465306,43.29672060124346,-2.033693,43.256347
942,942,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,08:00,23,Lasarte-Oria,2,3,2,Otros hogares con niños,2,5,1,1,2021,23321.06,2,-2.128464429716559,43.10229114302061,-2.033693,43.256347
1872,1872,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,08:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.481213020201648,43.18430231763717,-2.033693,43.256347
2043,2043,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,4,1,1,2021,27384.41,4,-2.0779260534159163,43.134114162783256,-2.033693,43.256347
1048,1048,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,4,1,1,2021,27384.41,4,-2.076388834420981,43.134217439244885,-2.033693,43.256347
940,940,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,3,-1.918125535144912,43.31644562232864,-2.033693,43.256347
834,834,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,4,1,1,2021,22860.81,1,-1.7907560279838894,43.334322389967966,-2.033693,43.256347
632,632,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,08:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.4930081280682983,43.06555983799603,-2.033693,43.256347
2207,2207,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,08:00,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,24461.92,3,-1.8984754101473127,43.31279571473864,-2.033693,43.256347
1653,1653,Donostialdea,Donostialdea,Errenteria,Urnieta,RENFE,08:00,99,Errenteria,2,1,1,Otros hogares sin niños,2,3,1,2,2021,18671.675,1,-1.9112630583866483,43.312615672491845,-2.033693,43.256347
93,93,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,08:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.4709114513027624,43.18185511009385,-2.033693,43.256347
188,188,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.9674921852757623,43.30648604575752,-2.033693,43.256347
1723,1723,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:00,22,Andoain,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25395.16,3,-1.9810924960633705,43.31762193738485,-2.033693,43.256347
2226,2226,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,3,4,1,2021,11060.885,1,-1.8412825802868389,43.31047478568174,-2.033693,43.256347
1316,1316,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,08:30,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,2,5,1,1,2021,23492.02,2,-1.9831885864301164,43.31262323967657,-2.033693,43.256347
2130,2130,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,99,Errenteria,2,3,2,Otros hogares con niños,1,3,1,1,2021,21297.335,1,-1.944339188177859,43.32228630844392,-2.033693,43.256347
479,479,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,08:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.413319203401553,43.110847656649376,-2.033693,43.256347
1483,1483,Urola Kosta       ,Donostialdea,Orio,Oiartzun,Coche conductor,08:00,23,Orio,1,3,1,2 adultos,1,3,1,1,2021,25146.835000000003,2,-2.127513350430355,43.278533253990645,-2.033693,43.256347
2037,2037,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,5,1,1,2021,26467.209999999995,4,-2.004620147545589,43.315897156398535,-2.033693,43.256347
2119,2119,Donostialdea,Donostialdea,Donostia/San Sebastian,Andoain,Coche conductor,08:00,99,Andoain,1,2,1,Hogar de una persona,2,4,1,1,2021,26382.31,4,-1.9804975991872071,43.314845612812405,-2.033693,43.256347
605,605,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,08:00,22,Errenteria,2,4,2,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.7697628325701866,43.3381582882964,-2.033693,43.256347
298,298,Donostialdea,Donostialdea,Usurbil,Lasarte-Oria,Andando,08:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,3,4,2,2021,7978.825000000001,1,-2.0789465954703465,43.29213282149628,-2.033693,43.256347
2223,2223,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,08:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.502476284121636,43.07985600265105,-2.033693,43.256347
324,324,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,08:00,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,1,2021,23269.735,2,-1.9736845619675851,43.32297403056096,-2.033693,43.256347
196,196,Donostialdea,Donostialdea,Errenteria,Lezo,Coche conductor,08:00,22,Errenteria,2,3,2,Otros hogares con niños,1,5,1,1,2021,27265.51,4,-1.897746243272961,43.2934272485511,-2.033693,43.256347
1344,1344,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,EUSKOTREN,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,6,1,1,2021,22590.46,2,-2.014607044712433,43.30064810942908,-2.033693,43.256347
254,254,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,08:00,22,Donostia/San Sebastian,2,2,3,Otros hogares con niños,1,4,1,1,2021,21489.35,1,-1.9748014199269623,43.30400080151159,-2.033693,43.256347
2133,2133,Donostialdea,Donostialdea,Lasarte-Oria,Errenteria,Coche conductor,08:00,22,Errenteria,1,3,1,2 adultos,1,6,1,1,2021,27889.61,4,-2.012075208744233,43.26875780198284,-2.033693,43.256347
486,486,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,5,1,1,2021,29017.46,4,-2.1628206323692214,43.28448758530491,-2.033693,43.256347
930,930,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,08:00,23,Donostia/San Sebastian,2,3,3,2 adultos con niño(s),2,5,1,1,2021,26467.209999999995,4,-1.919287178639004,43.3265512881612,-2.033693,43.256347
2190,2190,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,08:00,22,Pasaia,1,2,1,2 adultos,1,3,1,1,2021,20603.395,1,-1.918783150289352,43.31076696649217,-2.033693,43.256347
367,367,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-2.0066667391404254,43.3066961412279,-2.033693,43.256347
1210,1210,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,08:00,23,Irun,2,3,1,Otros hogares sin niños,2,3,1,1,2021,23997.435,3,-1.797624450568095,43.33541761920856,-2.033693,43.256347
2429,2429,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,3,-1.7977224607380813,43.34157627578091,-2.033693,43.256347
1379,1379,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,08:00,22,Orio,1,3,1,Hogar de una persona,1,5,1,1,2021,28902.96,4,-2.09082944293332,43.29622699084983,-2.033693,43.256347
414,414,Urola Kosta       ,Donostialdea,Azpeitia,Donostia/San Sebastian,Coche conductor,08:00,23,Donostia/San Sebastian,1,2,1,Hogar de una persona,1,5,1,1,2021,26805.41,4,-2.259461050520177,43.18398999469392,-2.033693,43.256347
2353,2353,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,RENFE,08:20,22,Irun,1,2,1,2 adultos,1,5,1,1,2021,28297.16,4,-1.8007621812303027,43.33180783205442,-2.033693,43.256347
43,43,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,08:15,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,27465.11,4,-1.8201684232314064,43.3291542442108,-2.033693,43.256347
1552,1552,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche pasajero,08:00,22,Pasaia,1,2,2,Hogar de una persona,2,4,1,1,2021,23745.56,3,-1.9214352390042488,43.328345991111874,-2.033693,43.256347
637,637,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,08:00,22,Pasaia,1,2,1,2 adultos,1,3,1,1,2021,20603.395,1,-1.9413201740846888,43.31515298514886,-2.033693,43.256347
1078,1078,Tolosaldea,Donostialdea,Tolosa,Errenteria,Coche conductor,08:00,21,Errenteria,1,3,1,2 adultos,2,6,1,1,2021,23422.51,2,-2.073407785385915,43.13874478853018,-2.033693,43.256347
44,44,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,3,1,1,2021,22642.935,2,-1.9579149048556348,43.31954500528849,-2.033693,43.256347
789,789,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,08:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.413382121878193,43.11559822672137,-2.033693,43.256347
727,727,Debabarrena,Donostialdea,Deba,Oiartzun,Coche pasajero,08:00,22,Deba,1,1,1,Hogar de una persona,1,4,1,2,2021,22492.8,1,-2.311217366116085,43.29057943169078,-2.033693,43.256347
211,211,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.9984560778694005,43.311298230669216,-2.033693,43.256347
621,621,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,08:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.472640426499167,43.18169906261338,-2.033693,43.256347
1851,1851,Tolosaldea,Donostialdea,Villabona,Andoain,Coche conductor,08:00,23,Villabona,1,2,1,Hogar de una persona,2,5,1,1,2021,24512.91,3,-2.052428724479368,43.19127757820562,-2.033693,43.256347
408,408,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Oiartzun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25461.26,3,-1.7947265150609673,43.341202716624295,-2.033693,43.256347
1071,1071,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,08:00,22,Irun,1,3,1,2 adultos,2,4,1,1,2021,23720.86,2,-1.7701141549135324,43.340680018853234,-2.033693,43.256347
2282,2282,Donostialdea,Donostialdea,Andoain,Donostia/San Sebastian,Autobús interurbano,08:00,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,6,1,1,2021,27634.26,4,-2.0216739604662157,43.22048038780706,-2.033693,43.256347
1446,1446,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,08:00,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27745.709999999995,4,-2.4745746680919423,43.18148213213138,-2.033693,43.256347
2352,2352,Donostialdea,Donostialdea,Urnieta,Andoain,Coche conductor,08:00,22,Andoain,1,2,1,2 adultos,2,4,1,1,2021,23860.06,1,-1.9929839235367524,43.24617429653977,-2.033693,43.256347
1450,1450,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,08:00,22,Orio,2,4,1,Otros hogares sin niños,1,4,1,1,2021,27114.81,3,-2.12697153238043,43.27659828944972,-2.033693,43.256347
1325,1325,Tolosaldea,Donostialdea,Villabona,Donostia/San Sebastian,RENFE,08:00,23,Villabona,2,2,1,Otros hogares sin niños,1,5,1,1,2021,24074.47,2,-2.053411097066426,43.1879581857635,-2.033693,43.256347
2355,2355,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,3,-1.810624816509829,43.3392028492578,-2.033693,43.256347
1753,1753,Donostialdea,Donostialdea,Usurbil,Andoain,Coche conductor,08:00,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,25820.86,3,-2.050454431817553,43.26971819588236,-2.033693,43.256347
318,318,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,08:00,22,Tolosa,2,2,1,2 adultos con niño(s),2,5,1,1,2021,26245.31,3,-2.0723619708573664,43.132499599832485,-2.033693,43.256347
